,sdate,edate,municipality_name,county,displayName,type,mode,category,concern
213,2020-03-11,9,Stockholms kommun,Stockholms län,Sveriges Radio P4 Stockholm,lokalredaktion,redaktion,Etermedier,Sveriges Radio
214,2005,2015-08-31,Stockholms kommun,Stockholms län,Sjöstadsliv.se,huvudredaktion,redaktion,Sajt,
215,2015-09-01,2017-06-30,Stockholms kommun,Stockholms län,Hammarbysjostad.info,huvudredaktion,redaktion,Sajt,
216,2007-01-01,2015-05-03,Stockholms kommun,Stockholms län,Sveriges Radio Metropol,huvudredaktion,redaktion,Etermedier,Sveriges Radio
217,2015-05-04,2018-11-20,Stockholms kommun,Stockholms län,Sveriges Radio P5 Sthlm,huvudredaktion,redaktion,Etermedier,Sveriges Radio
218,2020-10-02,9,Stockholms kommun,Stockholms län,Mitt i Östermalm/Södermalm/Vasastan/Kungsholmen/Söderort,huvudredaktion,redaktion,Gratistidning,Direktpress
219,2019-05-02,2020-10-01,Stockholms kommun,Stockholms län,"Stockholm Direkt Östermalm, Södermalm, Söderort, Kungsholmen, Vasastan, Kista-Rinkeby-Tensta",huvudredaktion,redaktion,Gratistidning,Direktpress
220,2004-01-01,2019-05-01,Stockholms kommun,Stockholms län,"Östermalmsnytt, Södermalmsnytt, Vårt Kungsholmen, Vi i Vasastan, Vi i Kista-Rinkeby-Tensta; och tidningarna Årsta/Enskede, Farsta/Sköndal, Hammarby/Skarpnäck och Hammarby/Skarpnäck",huvudredaktion,redaktion,Gratistidning,Direktpress
221,2020-10-02,9,Stockholms kommun,Stockholms län,Mitt i Östermalm/Södermalm/Vasastan/Kungsholmen/Söderort,lokalredaktion,redaktion,Gratistidning,Direktpress
222,2020-10-02,2020-10-01,Stockholms kommun,Stockholms län,"Stockholm Direkt Östermalm, Södermalm, Söderort, Kungsholmen, Vasastan, Kista-Rinkeby-Tensta",lokalredaktion,redaktion,Gratistidning,Direktpress
223,2020-10-02,2019-05-01,Stockholms kommun,Stockholms län,"Östermalmsnytt, Södermalmsnytt, Vårt Kungsholmen, Vi i Vasastan, Vi i Kista-Rinkeby-Tensta; och tidningarna Årsta/Enskede, Farsta/Sköndal, Hammarby/Skarpnäck och Hammarby/Skarpnäck",lokalredaktion,redaktion,Gratistidning,Direktpress
224,2019-05-02,2020-10-01,Stockholms kommun,Stockholms län,"Stockholm Direkt Bromma, Hässelby, Vällingby och Spånga",huvudredaktion,redaktion,Gratistidning,Direktpress
225,2020-10-02,9,Stockholms kommun,Stockholms län,Mitt i Tensta/Rinkeby/Spånga/Vällingby/Hässelby,huvudredaktion,redaktion,Gratistidning,Direktpress
226,2015-01-17,2019-05-01,Stockholms kommun,Stockholms län,"Bromma Tidning, Hässelby Tidning, Vällingby Tidning och Spånga Tidning",huvudredaktion,redaktion,Gratistidning,Direktpress
227,2001,2018-04-01,Stockholms kommun,Stockholms län,Stockholms Fria Tidning,huvudredaktion,redaktion,Dagspress,ETC
228,1998-01-01,9,Stockholms kommun,Stockholms län,Svenska Dagbladet,huvudredaktion,redaktion,Dagspress,Schibsted
229,0,2015-04-12,Stockholms kommun,Stockholms län,ABC,lokalredaktion,redaktion,Etermedier,Sveriges Television
230,2015-04-13,9,Stockholms kommun,Stockholms län,SVT Nyheter Stockholm,lokalredaktion,redaktion,Etermedier,Sveriges Television
231,1987-08-31,2015-04-12,Stockholms kommun,Stockholms län,ABC,huvudredaktion,redaktion,Etermedier,Sveriges Television
232,2015-04-13,9,Stockholms kommun,Stockholms län,SVT Nyheter Stockholm,huvudredaktion,redaktion,Etermedier,Sveriges Television
233,2015-03-01,2019-12-31,Stockholms kommun,Stockholms län,Syre Stockholm,huvudredaktion,redaktion,Dagspress,Mediehuset Grönt
234,2006,2017-08-19,Stockholms kommun,Stockholms län,Södra Sidan Skärholmen/Norsborg,huvudredaktion,redaktion,Gratistidning,Direktpress
235,2017-08-20,2020-01-01,Stockholms kommun,Stockholms län,Skärholmen Direkt,huvudredaktion,redaktion,Gratistidning,Direktpress
236,1998-03,9,Stockholms kommun,Stockholms län,Skärgården,huvudredaktion,redaktion,Dagspress,
237,1967-01-01,2003-12-31,Stockholms kommun,Stockholms län,Östermalmsnytt,huvudredaktion,redaktion,Gratistidning,Direktpress
238,0,9,Nässjö kommun,Jönköpings län,Aktuella nyheter i veckan,huvudredaktion,redaktion,Sajt,
239,0,9,Nässjö kommun,Jönköpings län,Nässjö-appen,huvudredaktion,riktad titel,Sajt,
240,0,2020-02-29,Nässjö kommun,Jönköpings län,"Smålands-Tidningen med Smålands Dagblad, Vetlanda-Posten och Tranås tidning",lokalredaktion,redaktion,Dagspress,Hallpressen
241,2020-03-01,9,Nässjö kommun,Jönköpings län,"Smålands-Tidningen med Smålands Dagblad, Vetlanda-Posten och Tranås tidning",lokalredaktion,redaktion,Dagspress,Bonnier|Hallpressen
242,1996,9,Ale kommun,Västra Götalands län,Alekuriren,huvudredaktion,redaktion,Gratistidning,
243,0,2019-10-14,Vårgårda kommun,Västra Götalands län,Alingsås Tidning,lokalredaktion,redaktion,Dagspress,WM Media
244,2019-10-15,9,Vårgårda kommun,Västra Götalands län,Alingsås Tidning,lokalredaktion,redaktion,Dagspress,Stampen
245,1865-01-07,2019-10-14,Alingsås kommun,Västra Götalands län,Alingsås Tidning,huvudredaktion,redaktion,Dagspress,WM Media
246,2019-10-15,9,Alingsås kommun,Västra Götalands län,Alingsås Tidning,huvudredaktion,redaktion,Dagspress,Stampen
247,1969-01-01,2014-11-30,Alingsås kommun,Västra Götalands län,Alingsåskuriren,huvudredaktion,redaktion,Gratistidning,Draken
248,2014-12-01,9,Alingsås kommun,Västra Götalands län,Alingsåskuriren,huvudredaktion,redaktion,Gratistidning,Gota Media
249,0,2020-04-20,Östra Göinge kommun,Skåne län,Allt om Göinge,huvudredaktion,riktad titel,Gratistidning,
250,0,2011-09-30,Östra Göinge kommun,Skåne län,Kristianstadsbladet,lokalredaktion,redaktion,Dagspress,Bonnier
251,2011-10-01,9,Östra Göinge kommun,Skåne län,Kristianstadsbladet,lokalredaktion,redaktion,Dagspress,Gota Media
252,0,2017-10-01,Östra Göinge kommun,Skåne län,Norra Skåne,lokalredaktion,redaktion,Dagspress,Skånska Dagbladet
253,0,2020-04-20,Osby kommun,Skåne län,Allt om Osby,huvudredaktion,redaktion,Gratistidning,
254,2020-04-21,9,Osby kommun,Skåne län,"Allt om Osby, Göinge, Älmhult & Mitt Hässleholm",huvudredaktion,redaktion,Gratistidning,
255,0,9,Osby kommun,Skåne län,Norra Skåne,lokalredaktion,redaktion,Dagspress,Skånska Dagbladet
256,2016-04-26,2020-04-20,Älmhults kommun,Kronobergs län,Allt om Älmhult,huvudredaktion,riktad titel,Gratistidning,
257,1993-01-01,2015-11-01,Älmhults kommun,Kronobergs län,Lokaltidningen Älmhult/Markaryd,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
258,2015-11-02,2017-02-01,Älmhults kommun,Kronobergs län,Lokaltidningen Älmhult/Markaryd,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
259,2011-01-01,9,Älmhults kommun,Kronobergs län,Smålandsposten,lokalredaktion,redaktion,Dagspress,Gota Media
260,0,2020-02-29,Älmhults kommun,Kronobergs län,Smålänningen,lokalredaktion,redaktion,Dagspress,Hallpressen
261,2020-03-01,9,Älmhults kommun,Kronobergs län,Smålänningen,lokalredaktion,redaktion,Dagspress,Bonnier|Hallpressen
262,2019-08-24,2020-04-20,Hässleholms kommun,Skåne län,Mitt Hässleholm,huvudredaktion,riktad titel,Gratistidning,
263,2015-05-12,9,Hässleholms kommun,Skåne län,Frilagt,huvudredaktion,redaktion,Sajt,
264,0,2011-09-30,Hässleholms kommun,Skåne län,Kristianstadsbladet,lokalredaktion,redaktion,Dagspress,Bonnier
265,2011-10-01,9,Hässleholms kommun,Skåne län,Kristianstadsbladet,lokalredaktion,redaktion,Dagspress,Gota Media
266,2015-06-01,2019-10-17,Hässleholms kommun,Skåne län,Lokaltidningen Hässleholm,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
267,2019-10-18,9,Hässleholms kommun,Skåne län,Lokaltidningen Hässleholm,huvudredaktion,riktad titel,Gratistidning,Bonnier
268,2008-02-01,2015-05-31,Hässleholms kommun,Skåne län,Lokaltidningen Hässleholm,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
269,2019-10-18,2015-05-31,Hässleholms kommun,Skåne län,Lokaltidningen Hässleholm,huvudredaktion,redaktion,Gratistidning,Bonnier
270,1899,9,Hässleholms kommun,Skåne län,Norra Skåne,huvudredaktion,redaktion,Dagspress,Skånska Dagbladet
271,1967,2019-04-04,Strömstads kommun,Västra Götalands län,Annonsbladet Björklövet,huvudredaktion,redaktion,Gratistidning,
272,0,9,Strömstads kommun,Västra Götalands län,Radio Prime,huvudredaktion,redaktion,Etermedier,
273,1866-10-17,9,Strömstads kommun,Västra Götalands län,Strömstads Tidning Norra Bohuslän,huvudredaktion,redaktion,Dagspress,Stampen
274,0,9,Hedemora kommun,Dalarnas län,Annonsbladet Dalarna,lokalredaktion,redaktion,Gratistidning,
275,0,9,Hedemora kommun,Dalarnas län,Dalavision,huvudredaktion,redaktion,Etermedier,
276,2008-03-01,2017-01-01,Hedemora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
277,2019-04-01,2017-01-01,Hedemora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
278,2020-04-02,2017-01-01,Hedemora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
279,0,2008-02-29,Hedemora kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
280,2020-03-10,2019-03-31,Hedemora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
281,2020-03-10,2020-04-01,Hedemora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
282,2020-04-02,2020-06-30,Hedemora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
283,2020-03-10,2008-02-29,Hedemora kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
284,2020-07-01,9,Hedemora kommun,Dalarnas län,Södra Dalarnes Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
285,0,9,Ludvika kommun,Dalarnas län,Annonsbladet Dalarna,lokalredaktion,redaktion,Gratistidning,
286,2008-03-01,2019-03-31,Ludvika kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
287,2019-04-01,2020-04-01,Ludvika kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
288,2020-04-02,2020-06-30,Ludvika kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
289,0,2008-02-29,Ludvika kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
290,2020-07-01,9,Ludvika kommun,Dalarnas län,Nya Ludvika Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
291,0,2017-05-18,Ludvika kommun,Dalarnas län,Wessingen.se,huvudredaktion,redaktion,Sajt,
292,0,9,Borlänge kommun,Dalarnas län,Annonsbladet Dalarna,huvudredaktion,redaktion,Gratistidning,
293,1946,9,Borlänge kommun,Dalarnas län,Dalabygden,huvudredaktion,redaktion,Dagspress,Sveagruppen
294,2008-03-01,2019-03-31,Borlänge kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
295,2019-04-01,2020-04-01,Borlänge kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
296,2020-04-02,2020-06-30,Borlänge kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
297,0,2008-02-29,Borlänge kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
298,2020-07-01,9,Borlänge kommun,Dalarnas län,Borlänge Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
299,1975,9,Bollebygds kommun,Västra Götalands län,Annonsmarkna'n,huvudredaktion,redaktion,Gratistidning,Markbladet
300,2006-01-01,9,Bollebygds kommun,Västra Götalands län,Bollebygdsnyheter,huvudredaktion,redaktion,Sajt,
301,0,2019-03-31,Sandvikens kommun,Gävleborgs län,Arbetarbladet,lokalredaktion,redaktion,Dagspress,Mittmedia
302,2019-04-01,2020-04-01,Sandvikens kommun,Gävleborgs län,Arbetarbladet,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
303,2020-04-02,9,Sandvikens kommun,Gävleborgs län,Arbetarbladet,lokalredaktion,redaktion,Dagspress,Bonnier
304,1980,9,Sandvikens kommun,Gävleborgs län,Din lokaltidning,huvudredaktion,redaktion,Gratistidning,
305,0,2019-03-31,Sandvikens kommun,Gävleborgs län,Gefle Dagblad,lokalredaktion,redaktion,Dagspress,Mittmedia
306,2019-04-01,2020-04-01,Sandvikens kommun,Gävleborgs län,Gefle Dagblad,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
307,2020-04-02,9,Sandvikens kommun,Gävleborgs län,Gefle Dagblad,lokalredaktion,redaktion,Dagspress,Bonnier
308,0,2017-01-01,Tierps kommun,Uppsala län,Arbetarbladet,lokalredaktion,redaktion,Dagspress,Mittmedia
309,2019-04-01,2017-01-01,Tierps kommun,Uppsala län,Arbetarbladet,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
310,2020-04-02,2017-01-01,Tierps kommun,Uppsala län,Arbetarbladet,lokalredaktion,redaktion,Dagspress,Bonnier
311,1960,9,Tierps kommun,Uppsala län,Lokaltidningen Norra Uppland,huvudredaktion,redaktion,Gratistidning,NTM
312,0,9,Tierps kommun,Uppsala län,Upsala Nya Tidning,lokalredaktion,redaktion,Dagspress,NTM
313,2020-02-01,2020-10-21,Tierps kommun,Uppsala län,The Local News,huvudredaktion,redaktion,Sajt,
314,1902-01-01,2019-03-31,Gävle kommun,Gävleborgs län,Arbetarbladet,huvudredaktion,redaktion,Dagspress,Mittmedia
315,2019-04-01,2020-04-01,Gävle kommun,Gävleborgs län,Arbetarbladet,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
316,2020-04-02,9,Gävle kommun,Gävleborgs län,Arbetarbladet,huvudredaktion,redaktion,Dagspress,Bonnier
317,1895,2019-03-31,Gävle kommun,Gävleborgs län,Gefle Dagblad,huvudredaktion,redaktion,Dagspress,Mittmedia
318,2019-04-01,2020-04-01,Gävle kommun,Gävleborgs län,Gefle Dagblad,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
319,2020-04-02,9,Gävle kommun,Gävleborgs län,Gefle Dagblad,huvudredaktion,redaktion,Dagspress,Bonnier
320,0,9,Gävle kommun,Gävleborgs län,Gestrike Magasinet,huvudredaktion,redaktion,Gratistidning,
321,1967,2019-10-25,Gävle kommun,Gävleborgs län,Gästriklands Tidning,huvudredaktion,redaktion,Dagspress,Sveagruppen
322,2012-01-01,2019-03-31,Gävle kommun,Gävleborgs län,Mitt Gävle,huvudredaktion,redaktion,Gratistidning,Mittmedia
323,2019-04-01,2020-04-01,Gävle kommun,Gävleborgs län,Mitt Gävle,huvudredaktion,redaktion,Gratistidning,Bonnier|Mittmedia
324,2020-04-02,2020-12-13,Gävle kommun,Gävleborgs län,Mitt Gävle,huvudredaktion,redaktion,Gratistidning,Bonnier
325,0,9,Gävle kommun,Gävleborgs län,Sveriges Radio P4 Gävleborg,huvudredaktion,redaktion,Etermedier,Sveriges Radio
326,2015-04-13,9,Gävle kommun,Gävleborgs län,SVT Nyheter Gävleborg,huvudredaktion,redaktion,Etermedier,Sveriges Television
327,0,2015-04-12,Gävle kommun,Gävleborgs län,Gävledala,huvudredaktion,redaktion,Etermedier,Sveriges Television
328,1993-01-01,9,Arjeplogs kommun,Norrbottens län,Arjeplogar'n,huvudredaktion,redaktion,Gratistidning,
329,2010,9,Arjeplogs kommun,Norrbottens län,arjeplognytt.se,huvudredaktion,redaktion,Sajt,
330,0,2019-12-31,Arjeplogs kommun,Norrbottens län,Norran,lokalredaktion,redaktion,Dagspress,
331,2020-01-01,9,Arjeplogs kommun,Norrbottens län,Norran,lokalredaktion,redaktion,Dagspress,NTM
332,0,2019-12-31,Arjeplogs kommun,Norrbottens län,Piteå-Tidningen,lokalredaktion,redaktion,Dagspress,
333,2020-01-01,9,Arjeplogs kommun,Norrbottens län,Piteå-Tidningen,lokalredaktion,redaktion,Dagspress,NTM
334,1985-01-01,9,Arvika kommun,Värmlands län,Arvika Nyheter,huvudredaktion,redaktion,Dagspress,NWT
335,2017-03-01,9,Arvika kommun,Värmlands län,Värmlands Folkblad,lokalredaktion,redaktion,Dagspress,NWT
336,0,2017-02-28,Arvika kommun,Värmlands län,Värmlands Folkblad,lokalredaktion,redaktion,Dagspress,
337,2015-04-01,2019-03-31,Avesta kommun,Dalarnas län,Avesta Tidning,huvudredaktion,redaktion,Dagspress,Mittmedia
338,2019-04-01,2020-04-01,Avesta kommun,Dalarnas län,Avesta Tidning,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
339,2020-04-02,9,Avesta kommun,Dalarnas län,Avesta Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
340,1882,2015-03-31,Avesta kommun,Dalarnas län,Avesta Tidning,huvudredaktion,redaktion,Dagspress,Promedia
341,0,2015-03-31,Avesta kommun,Dalarnas län,Dala-Demokraten,lokalredaktion,redaktion,Dagspress,Mittmedia
342,2019-04-01,2015-03-31,Avesta kommun,Dalarnas län,Dala-Demokraten,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
343,2020-04-02,2015-03-31,Avesta kommun,Dalarnas län,Dala-Demokraten,lokalredaktion,redaktion,Dagspress,Bonnier
344,0,9,Borgholms kommun,Kalmar län,Barometern-OT,lokalredaktion,redaktion,Dagspress,Gota Media
345,2011-01-01,9,Borgholms kommun,Kalmar län,Ölandsbladet,huvudredaktion,redaktion,Dagspress,Gota Media
346,1867,2010-12-31,Borgholms kommun,Kalmar län,Ölandsbladet,huvudredaktion,redaktion,Dagspress,
347,2010-12-23,2012-12-31,Borgholms kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Gota Media
348,0,2010-12-22,Borgholms kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Östra Småland
349,0,9,Mörbylånga kommun,Kalmar län,Barometern-OT,lokalredaktion,redaktion,Dagspress,Gota Media
350,2011-01-01,9,Mörbylånga kommun,Kalmar län,Ölandsbladet,lokalredaktion,redaktion,Dagspress,Gota Media
351,0,2010-12-31,Mörbylånga kommun,Kalmar län,Ölandsbladet,lokalredaktion,redaktion,Dagspress,
352,2010-12-23,2012-12-31,Mörbylånga kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Gota Media
353,0,2010-12-22,Mörbylånga kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Östra Småland
354,0,9,Torsås kommun,Kalmar län,Barometern-OT,lokalredaktion,redaktion,Dagspress,Gota Media
355,0,9,Oskarshamns kommun,Kalmar län,Barometern-OT,lokalredaktion,redaktion,Dagspress,Gota Media
356,1990,9,Oskarshamns kommun,Kalmar län,Oskarshamns Annonsblad,huvudredaktion,redaktion,Gratistidning,
357,0,9,Oskarshamns kommun,Kalmar län,Stadsmagasinet,huvudredaktion,redaktion,Gratistidning,
358,2010-12-23,2019-11-26,Oskarshamns kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Gota Media
359,0,2010-12-22,Oskarshamns kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Östra Småland
360,2020-02-01,9,Oskarshamns kommun,Kalmar län,Oskarshamnsnytt,huvudredaktion,redaktion,Sajt,
361,0,9,Mönsterås kommun,Kalmar län,Barometern-OT,lokalredaktion,redaktion,Dagspress,Gota Media
362,2010-12-23,2012-12-31,Mönsterås kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Gota Media
363,0,2010-12-22,Mönsterås kommun,Kalmar län,Östra Småland-Nyheterna,lokalredaktion,redaktion,Dagspress,Östra Småland
364,0,9,Högsby kommun,Kalmar län,Barometern-OT,lokalredaktion,redaktion,Dagspress,Gota Media
365,2002-12,9,Högsby kommun,Kalmar län,Tidningen Innehåll,huvudredaktion,riktad titel,Gratistidning,
366,0,9,Hultsfreds kommun,Kalmar län,Barometern-OT,lokalredaktion,redaktion,Dagspress,Gota Media
367,2017-10-12,9,Hultsfreds kommun,Kalmar län,Dagens Hultsfred,huvudredaktion,riktad titel,Sajt,Dagens Vimmerby
368,2005,9,Hultsfreds kommun,Kalmar län,Nya Tidningen,huvudredaktion,redaktion,Gratistidning,
369,2018-01-15,2018-05-31,Hultsfreds kommun,Kalmar län,Vimmerby Tidning med Linköpings Tidning och Kinda-Posten,lokalredaktion,redaktion,Dagspress,NTM
370,2018-06-01,9,Hultsfreds kommun,Kalmar län,Vimmerby Tidning med Kinda-Posten,lokalredaktion,redaktion,Dagspress,NTM
371,0,2018-01-14,Hultsfreds kommun,Kalmar län,"Vimmerby Tidning med Västerviks-Posten, Linköpings Tidning och Kinda-Posten",lokalredaktion,redaktion,Dagspress,Swepress
372,2017-04-03,2018-09-01,Smedjebackens kommun,Dalarnas län,Bergmans Nyheter,huvudredaktion,redaktion,Sajt,
373,0,9,Bjuvs kommun,Skåne län,Bjuvsnytt,huvudredaktion,redaktion,Sajt,
374,2008-02-01,2019-10-17,Bjuvs kommun,Skåne län,Lokaltidningen Bjuv Klippan,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
375,2019-10-18,9,Bjuvs kommun,Skåne län,Lokaltidningen Bjuv Klippan,huvudredaktion,riktad titel,Gratistidning,Bonnier
376,2017-03-01,9,Båstads kommun,Skåne län,Bjäre Nu,huvudredaktion,redaktion,Gratistidning,
377,2008-01-16,2019-10-17,Båstads kommun,Skåne län,Lokaltidningen Båstad Laholm,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
378,2019-10-18,2019-12-01,Båstads kommun,Skåne län,Lokaltidningen Båstad Laholm,huvudredaktion,riktad titel,Gratistidning,Bonnier
379,0,9,Olofströms kommun,Blekinge län,Blekinge Läns Tidning med Sölvesborgs-Tidningen och Karlshamns Allehanda,lokalredaktion,redaktion,Dagspress,Gota Media
380,2011-01-01,9,Olofströms kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Gota Media
381,0,2010-12-31,Olofströms kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Östra Småland
382,0,9,Ronneby kommun,Blekinge län,Blekinge Läns Tidning med Sölvesborgs-Tidningen och Karlshamns Allehanda,lokalredaktion,redaktion,Dagspress,Gota Media
383,1945,9,Ronneby kommun,Blekinge län,Blekinge-Posten,huvudredaktion,redaktion,Dagspress,
384,1993-01-01,2017-02-01,Ronneby kommun,Blekinge län,Commersen,huvudredaktion,redaktion,Gratistidning,
385,2011-01-01,9,Ronneby kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Gota Media
386,0,2010-12-31,Ronneby kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Östra Småland
387,0,2016-11-08,Ronneby kommun,Blekinge län,Vårt Ronneby,huvudredaktion,redaktion,Gratistidning,
388,0,9,Karlshamns kommun,Blekinge län,Blekinge Läns Tidning med Sölvesborgs-Tidningen och Karlshamns Allehanda,lokalredaktion,redaktion,Dagspress,Gota Media
389,1993-01-01,2017-02-01,Karlshamns kommun,Blekinge län,Commersen,huvudredaktion,redaktion,Gratistidning,
390,2020-11-25,9,Karlshamns kommun,Blekinge län,SVT Nyheter Blekinge,lokalredaktion,redaktion,Etermedier,Sveriges Television
391,2011-01-01,9,Karlshamns kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Gota Media
392,0,2010-12-31,Karlshamns kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Östra Småland
393,0,9,Sölvesborgs kommun,Blekinge län,Blekinge Läns Tidning med Sölvesborgs-Tidningen och Karlshamns Allehanda,lokalredaktion,redaktion,Dagspress,Gota Media
394,1993-01-01,2017-02-01,Sölvesborgs kommun,Blekinge län,Commersen,huvudredaktion,redaktion,Gratistidning,
395,2011-01-01,9,Sölvesborgs kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Gota Media
396,0,2010-12-31,Sölvesborgs kommun,Blekinge län,Sydöstran,lokalredaktion,redaktion,Dagspress,Östra Småland
397,0,9,Sölvesborgs kommun,Blekinge län,Sölvesborgs närradio,huvudredaktion,redaktion,Etermedier,
398,2016-09-15,2018-07-01,Säters kommun,Dalarnas län,Bloggen – Lokaltidningen i Säter,huvudredaktion,redaktion,Sajt,
399,2007-08,2016-07-01,Åstorps kommun,Skåne län,BMZ.se Bjarnemagazinet,huvudredaktion,redaktion,Sajt,
400,2009,2018-12,Bodens kommun,Norrbottens län,Bodens gratistidning,huvudredaktion,redaktion,Gratistidning,Svenska Civildatalogerna
401,1861,2013-11-01,Bodens kommun,Norrbottens län,Norrbottens-Kuriren,lokalredaktion,redaktion,Dagspress,NTM
402,0,9,Bodens kommun,Norrbottens län,Norrländska Socialdemokraten,lokalredaktion,redaktion,Dagspress,NTM
403,2015-07-01,9,Bodens kommun,Norrbottens län,Extra Boden,huvudredaktion,riktad titel,Gratistidning,NTM
404,0,2015-06-30,Bodens kommun,Norrbottens län,Extra Boden,huvudredaktion,riktad titel,Gratistidning,
405,2009,9,Bodens kommun,Norrbottens län,Bodenguiden,huvudredaktion,redaktion,Gratistidning,
406,1878,9,Uddevalla kommun,Västra Götalands län,Bohusläningen,huvudredaktion,redaktion,Dagspress,Stampen
407,2019-05-15,2019-07-17,Uddevalla kommun,Västra Götalands län,Fokus Uddevalla,huvudredaktion,redaktion,Gratistidning,
408,2011-07-01,2017-12-31,Uddevalla kommun,Västra Götalands län,Ljungskilebloggen.se,huvudredaktion,redaktion,Sajt,
409,0,9,Uddevalla kommun,Västra Götalands län,Sveriges Radio P4 Väst,huvudredaktion,redaktion,Etermedier,Sveriges Radio
410,0,2015-04-12,Uddevalla kommun,Västra Götalands län,Västnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
411,2015-04-13,9,Uddevalla kommun,Västra Götalands län,SVT Nyheter Väst,lokalredaktion,redaktion,Etermedier,Sveriges Television
412,0,9,Uddevalla kommun,Västra Götalands län,Tidningen Västsverige,huvudredaktion,redaktion,Dagspress,
